seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime_fixed,regime
1,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3794166666666666,0.8333333333333334,0.1166666666666667,0.025027901097242122,0.3981,0.475,0.14166666666666666,0.025127475002474878,0.22248333333333334,0.3875,0.10833333333333336,0.02063202069061045,0.6170835818240927,0.8350143278851493,0.13934928260819257,0.029413832916597,0.6169641700807198,0.8350143278851493,0.13934928260819257,0.029526096782648076,0.20011837758277093,0.5693788775553811,0.19208623253779644,0.0421569125396321,0.20001666666666668,0.5416666666666666,0.275,0.051804249611183226,2.114062832555474,2.370716128961089,0.22057019520158305,0.044645308914243946,1.0,1.0,0.0,0.0,0.278,0.4642857142857143,0.35714285714285715,0.06382117875081011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
2,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3609333333333333,0.7875,0.1333333333333333,0.023553508820933194,0.42145000000000005,0.49166666666666664,0.125,0.022471469565750354,0.21761666666666668,0.3541666666666667,0.11250000000000002,0.01902849471479841,0.6241826339817569,0.7931353903153742,0.16741436938133325,0.027373487586051667,0.624246875849124,0.7931353903153742,0.16741436938133325,0.02738418660169364,0.2059495427633559,0.4954575576778216,0.24600286889147774,0.04023897060149882,0.20493333333333333,0.5416666666666666,0.25,0.04788407297259126,2.12806159236819,2.338089224511075,0.25215831804746003,0.041247863679816345,1.0,1.0,0.0,0.0,0.2094285714285714,0.4642857142857143,0.39285714285714285,0.06481433451933047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
3,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.37861666666666666,0.8,0.12083333333333335,0.023829026417375932,0.41291666666666665,0.48333333333333334,0.11249999999999999,0.0225562568309155,0.20846666666666666,0.3625,0.12916666666666668,0.021245496254762117,0.6021902425161766,0.7715743451004692,0.16975903154526717,0.02953237465981292,0.602215654086744,0.7715743451004692,0.16975903154526717,0.029525480835630506,0.17555352276334868,0.4589861085745548,0.2288136056724102,0.03899820144577556,0.17406666666666668,0.45,0.2541666666666667,0.04544796780690835,2.1057076585997594,2.3240117813033434,0.2449704228618188,0.044015251863819785,1.0,1.0,0.0,0.0,0.2424285714285714,0.4642857142857143,0.35714285714285715,0.06661509910351728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
4,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38806666666666667,0.7791666666666667,0.12083333333333335,0.02401298259969663,0.4133833333333333,0.48333333333333334,0.1375,0.023255471279775095,0.19855,0.35,0.12916666666666668,0.021490831378365365,0.5919010499525389,0.7416598225482877,0.16293641145415372,0.02995723155409923,0.591906428731353,0.7416598225482877,0.16293641145415372,0.029957792196763203,0.1639030364731444,0.40971365129478576,0.20451421937518405,0.038182375181851455,0.161,0.4041666666666667,0.22499999999999998,0.04379370832538492,2.090595889906116,2.2806447604471463,0.22481887454511273,0.04433517407311104,1.0,1.0,0.0,0.0,0.2638571428571429,0.5,0.3928571428571429,0.07468860525610344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
5,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.36968333333333336,0.7666666666666667,0.125,0.0227332905669197,0.39881666666666665,0.475,0.13749999999999996,0.028634230680545034,0.2315,0.36666666666666664,0.11666666666666664,0.022781571499789034,0.622529126833686,0.7704038400923772,0.1575811750566487,0.026302557707025765,0.6223694512225252,0.7704038400923772,0.1575811750566487,0.026212513013180054,0.2020342793444001,0.4552720512317866,0.23034455619276573,0.03792369409891471,0.2045,0.4125,0.2583333333333333,0.047838269199459965,2.1080001593106066,2.263269140708434,0.23511579338522148,0.039213035382982264,1.0,1.0,0.0,0.0,0.2628571428571429,0.5,0.4285714285714286,0.07744649239102742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
6,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.33566666666666667,0.7958333333333333,0.16249999999999998,0.023795424396766327,0.4408,0.5041666666666667,0.14999999999999997,0.02516222918935796,0.22353333333333333,0.3458333333333333,0.15000000000000002,0.022529338896450354,0.6425486036091809,0.7279313478111883,0.17654713904032804,0.02977260148169693,0.6426974131125662,0.7279313478111883,0.17654713904032804,0.02964070399690438,0.23373704424473993,0.38057944049190673,0.260429034700681,0.04588429509839575,0.23168333333333332,0.3958333333333333,0.3125,0.05244427995501511,2.162382761240237,2.2827334675722972,0.2599986471305171,0.04338418340482878,1.0,1.0,0.0,0.0,0.23942857142857144,0.4642857142857143,0.3928571428571429,0.06616676519466953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscillatory,oscillatory
7,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.4091,0.8416666666666667,0.125,0.0251654745854536,0.34815,0.425,0.1166666666666667,0.023392359863852987,0.24275,0.3375,0.10833333333333336,0.021953391284466484,0.6170480334235415,0.7406914663163682,0.15580498112603458,0.031659717348131694,0.6169755577473561,0.7406914663163682,0.15580498112603458,0.03169501663082141,0.2020320544556144,0.4165016424361286,0.21974698957287653,0.04606827238785803,0.20575,0.4791666666666667,0.275,0.05401189426619124,2.0916553312915656,2.259849927786519,0.22022639944281885,0.046636589892783534,1.0,1.0,0.0,0.0,0.2987142857142857,0.5,0.35714285714285715,0.07325786159665246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
8,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.39308333333333334,0.8,0.15416666666666667,0.026384049263817627,0.37888333333333335,0.4583333333333333,0.15833333333333333,0.027540177720720847,0.22803333333333334,0.3333333333333333,0.12916666666666668,0.022078622138973155,0.6140785770322782,0.729255942373828,0.18135921649316233,0.030185124254707832,0.6142464901743101,0.729255942373828,0.18135921649316233,0.030383925211319433,0.1954107474313055,0.3902080886068492,0.23994102241410392,0.04233115496201806,0.19331666666666666,0.3875,0.275,0.049641629595420095,2.0569483192105693,2.1892780734425936,0.2624501416409324,0.04502199268892512,1.0,1.0,0.0,0.0,0.3395714285714286,0.5714285714285714,0.46428571428571425,0.08325287272116519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
9,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38680000000000003,0.7583333333333333,0.12916666666666665,0.023011084285622006,0.37560000000000004,0.44166666666666665,0.12083333333333335,0.023209217517567837,0.2376,0.375,0.12083333333333332,0.022028794287880984,0.6194878610422887,0.7821402801089382,0.16466380912524692,0.029022079696822474,0.6192301220143664,0.7821402801089382,0.16466380912524692,0.029139282490887087,0.20073009086384208,0.48152661308025624,0.23542998172593343,0.04235791596462112,0.20039999999999997,0.4708333333333333,0.24583333333333332,0.049543538652605565,2.1206254373151805,2.334837096461509,0.2400592764864895,0.04255944791691531,1.0,1.0,0.0,0.0,0.28014285714285714,0.4642857142857143,0.35714285714285715,0.0721009779434937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
10,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3645333333333333,0.7875,0.125,0.023247556621909513,0.4057,0.5,0.15000000000000002,0.023532105728132365,0.22976666666666665,0.36666666666666664,0.10833333333333331,0.019398625380852803,0.6423444006047889,0.815522468549318,0.16708600471084245,0.027248495916012822,0.6422927409013027,0.815522468549318,0.16708600471084245,0.027202407234135355,0.23867056334395648,0.5422341567612802,0.2635809908135791,0.043192802446262765,0.24073333333333335,0.575,0.2666666666666667,0.04964838589745111,2.145395118450666,2.343472810830723,0.22913005330282799,0.04059537683680805,1.0,1.0,0.0,0.0,0.23999999999999996,0.5,0.3214285714285714,0.05909176537127553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
11,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3777,0.8166666666666667,0.125,0.023053416232740865,0.39729999999999993,0.4791666666666667,0.15416666666666667,0.025826644295292325,0.225,0.3541666666666667,0.12083333333333335,0.024261308932353814,0.6291771503500797,0.7784575645813919,0.16410351527907696,0.029325183121261353,0.6291598833893219,0.7784575645813919,0.16410351527907696,0.029322564590565967,0.21471510398834776,0.4738863834106316,0.2472301241370849,0.04447176297241115,0.21459999999999999,0.4625,0.27083333333333337,0.052653542668614,2.111775457347118,2.306508943047645,0.24087618548622292,0.042816678315342666,1.0,1.0,0.0,0.0,0.3182857142857143,0.5,0.35714285714285715,0.06918121722206491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
12,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38245,0.7708333333333334,0.14583333333333337,0.02455119933707698,0.40135,0.4625,0.13333333333333336,0.025050997984112332,0.2162,0.3416666666666667,0.10833333333333331,0.021152331103476776,0.6088891634548614,0.7720527363452485,0.14857028540664363,0.02921239415782353,0.6090910887875459,0.7720527363452485,0.14857028540664363,0.029143347850215405,0.18728364176049847,0.4662880679552885,0.2053752012330719,0.040370125931931955,0.19008333333333333,0.4625,0.23333333333333334,0.047102798336310245,2.0763691839780303,2.2964543788990404,0.22924838529419667,0.04352595474398108,1.0,1.0,0.0,0.0,0.2572857142857143,0.4642857142857143,0.3928571428571429,0.06710470040411873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
13,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38873333333333326,0.8291666666666667,0.1333333333333333,0.02666418738474677,0.3874333333333334,0.45416666666666666,0.12083333333333335,0.02295214828967239,0.22383333333333336,0.31666666666666665,0.12500000000000003,0.021849230853485183,0.623756514606036,0.7277174620593505,0.16340742581348988,0.03279236470892357,0.6239184804408505,0.7277174620593505,0.16340742581348988,0.032769429744641074,0.2097942855936536,0.38722075337919937,0.23665266767360715,0.04891963469798175,0.21139999999999998,0.3958333333333333,0.31666666666666665,0.0558498582510884,2.1266448746389046,2.2806695655151072,0.23440327299926,0.04947350853099047,1.0,1.0,0.0,0.0,0.27485714285714286,0.5,0.35714285714285715,0.07067083802346465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
14,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.33345,0.7708333333333334,0.14999999999999997,0.02459505935029319,0.45016666666666666,0.5291666666666667,0.1375,0.024465962751000287,0.21638333333333332,0.35833333333333334,0.12500000000000003,0.02160221825029396,0.6423144057034113,0.7711280246765141,0.16640076280476002,0.03019145989548813,0.6426274669165473,0.7711280246765141,0.16640076280476002,0.03058748075380249,0.2350837590939135,0.46038784874553856,0.2573259507933987,0.04865406441604271,0.2338,0.4875,0.2833333333333333,0.05330524260228903,2.1404321295374524,2.2872292325140813,0.2558039888052206,0.04408443074389877,1.0,1.0,0.0,0.0,0.24057142857142855,0.5,0.4285714285714286,0.0697874323520053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
15,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.33951666666666663,0.7791666666666667,0.14166666666666666,0.0242647950285548,0.43426666666666663,0.5125,0.15416666666666662,0.02649614227685901,0.22621666666666668,0.4041666666666667,0.12083333333333335,0.021863979763782966,0.6384652168588772,0.8505958521323673,0.1582511406311401,0.028196276462686333,0.6386495793404092,0.8505958521323673,0.1582511406311401,0.028344320645040232,0.22878278279771888,0.580082500279995,0.2481060996780217,0.04437988070261125,0.22939999999999997,0.5458333333333333,0.31666666666666665,0.05363405841647844,2.1747034535696694,2.396806703455779,0.23848996758564178,0.04336631021928629,1.0,1.0,0.0,0.0,0.20257142857142857,0.4642857142857143,0.35714285714285715,0.0641706907475711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
16,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3840166666666667,0.7875,0.12083333333333335,0.023091418559956667,0.3783166666666667,0.45,0.1291666666666667,0.025031363659750273,0.23766666666666666,0.4083333333333333,0.1166666666666667,0.022025238048909056,0.6231867595150643,0.8465921628026379,0.1499895270728412,0.02958241685259966,0.6233893145893559,0.8465921628026379,0.1499895270728412,0.02956875280055246,0.2091973808975401,0.5838490556615356,0.21150160826374909,0.04343050826440358,0.20838333333333334,0.5375,0.2625,0.0508845124877021,2.155341747287599,2.422682421350523,0.23504097621336406,0.0430832284932494,1.0,1.0,0.0,0.0,0.2818571428571428,0.5357142857142857,0.39285714285714285,0.06969627987612703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
17,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38355,0.8166666666666667,0.12916666666666665,0.022883041998631018,0.3986166666666667,0.475,0.12916666666666665,0.023317619708900155,0.21783333333333332,0.35,0.12500000000000003,0.019490738541391623,0.5980776700756317,0.7284452554515183,0.15890025638557181,0.026797531243414663,0.5982405197181621,0.7284452554515183,0.15890025638557181,0.026758737951873574,0.1671041140124575,0.3757842836529657,0.19366309339186508,0.033817289359815574,0.16843333333333332,0.4125,0.25,0.042126674051800796,2.1346623315214592,2.304427148738882,0.2338958904359072,0.04123048852668247,1.0,1.0,0.0,0.0,0.30057142857142854,0.5,0.4285714285714286,0.07023052420858217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
18,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3762833333333333,0.875,0.14583333333333331,0.023870722420758213,0.41505,0.5125,0.12916666666666665,0.024893333556507764,0.2086666666666667,0.3875,0.10000000000000003,0.020042316344286267,0.6172727317034787,0.8097810969177488,0.16250271660391813,0.02859873780875755,0.6173108070482053,0.8097810969177488,0.16250271660391813,0.028545218858716095,0.20012187260069914,0.5318323442644577,0.22233191673419034,0.04079306438915058,0.20085,0.5458333333333333,0.3125,0.04983486341017813,2.1052972241382064,2.3079231692250306,0.2554809856527802,0.04190370638873046,1.0,1.0,0.0,0.0,0.3012857142857143,0.5357142857142857,0.5,0.07777111892454365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
19,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.39685000000000004,0.8166666666666667,0.14166666666666666,0.025557826589911747,0.35514999999999997,0.4375,0.14166666666666666,0.024150966164248312,0.24800000000000003,0.37083333333333335,0.11249999999999996,0.022258581366395396,0.6138748307379563,0.7809446727110392,0.15015001201849276,0.031468885755438596,0.6137309850371493,0.7809446727110392,0.15015001201849276,0.0314817541700683,0.1921326815753872,0.47638087808412594,0.21070765598758517,0.04405524630508774,0.19160000000000002,0.475,0.2416666666666667,0.04921038734070503,2.133574014557495,2.3432842079923275,0.22576801847711936,0.047246282298914165,1.0,1.0,0.0,0.0,0.27714285714285714,0.4642857142857143,0.32142857142857145,0.06442841305016961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
20,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3835333333333333,0.7833333333333333,0.15000000000000002,0.02569779497674201,0.3850166666666667,0.44583333333333336,0.1375,0.02412956347166963,0.23145000000000002,0.45416666666666666,0.1375,0.02151860306287975,0.6218172784507114,0.8719080392844626,0.17082986426081903,0.031062226962976443,0.6220768930218254,0.8719080392844626,0.17082986426081903,0.031024373678769708,0.20675538942214525,0.6117598940423189,0.24373261762151283,0.045231355382194034,0.20793333333333333,0.6208333333333333,0.3333333333333333,0.05446564666527578,2.0893643888101474,2.40524608218017,0.2625635056937792,0.04577387916180898,1.0,1.0,0.0,0.0,0.3154285714285714,0.5,0.39285714285714285,0.06772332670204438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
21,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.37603333333333333,0.7958333333333333,0.14583333333333331,0.026146786503209996,0.4058333333333333,0.475,0.14999999999999997,0.02632594833155219,0.21813333333333332,0.3333333333333333,0.09583333333333335,0.020325517623585053,0.6121335243411922,0.7484162938303114,0.16759032224890114,0.029598415970712045,0.6122391900893693,0.7484162938303114,0.16759032224890114,0.029581330422292964,0.1914518061573204,0.42346388134365914,0.2127794235600147,0.04094000272469348,0.19335000000000002,0.4583333333333333,0.22916666666666669,0.04902535908418554,2.123356160431479,2.255147110355589,0.2525460860081865,0.04503253978589935,1.0,1.0,0.0,0.0,0.2022857142857143,0.39285714285714285,0.32142857142857145,0.05605099718751028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
22,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.35525,0.7583333333333333,0.125,0.02393292130564554,0.4288666666666667,0.5041666666666667,0.14166666666666666,0.023808705224023514,0.21588333333333332,0.3458333333333333,0.10833333333333336,0.02100622262304408,0.6206437359594529,0.7530856180554696,0.16925661246241452,0.030287873765289214,0.6209190887612714,0.7530856180554696,0.16925661246241452,0.030319682659737085,0.2003583695874778,0.42433658307276156,0.23790483909713117,0.04345297230175229,0.2021,0.42916666666666664,0.27499999999999997,0.05074616570080278,2.1357924818041365,2.3168658461933216,0.229898174314894,0.04351148564542612,1.0,1.0,0.0,0.0,0.2154285714285714,0.42857142857142855,0.39285714285714285,0.06576643893199569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
23,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.35818333333333335,0.8333333333333334,0.13333333333333336,0.025436025414535365,0.41836666666666666,0.4875,0.14166666666666666,0.02620748408798949,0.22344999999999998,0.3458333333333333,0.11666666666666664,0.021628819508547694,0.6304026865539217,0.754419492927344,0.1732934782491351,0.03021208863971022,0.6300648186590203,0.754419492927344,0.1732934782491351,0.03006328707315026,0.21332252804423335,0.4260751642268742,0.2520735524204092,0.044431939227618934,0.21663333333333332,0.4,0.275,0.05211764469821031,2.1664695304445427,2.2916757200225715,0.2594693247776392,0.04545076564286439,1.0,1.0,0.0,0.0,0.29828571428571427,0.5,0.39285714285714285,0.06757550576645237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
24,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38958333333333334,0.8166666666666667,0.12916666666666665,0.02366211810750114,0.40673333333333334,0.4791666666666667,0.13333333333333336,0.024677272494702036,0.20368333333333333,0.32083333333333336,0.12083333333333332,0.021300815060044585,0.6125134676206019,0.7496989555077316,0.16794252193030457,0.0292817217955864,0.6124099812828409,0.7496989555077316,0.16794252193030457,0.029323405646062544,0.1958021425752105,0.4350997863920302,0.23629490979761236,0.04230419818704883,0.1963333333333333,0.4,0.2791666666666667,0.05117942294842071,2.095764510355745,2.24902185140114,0.25014265272168346,0.04304854901659245,1.0,1.0,0.0,0.0,0.19714285714285715,0.42857142857142855,0.35714285714285715,0.07122829064181663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
25,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3726166666666666,0.775,0.14166666666666666,0.02357494550482685,0.4028333333333334,0.49583333333333335,0.1375,0.02426474351353786,0.22454999999999997,0.37916666666666665,0.11250000000000002,0.021347137460975368,0.6250136307638858,0.804210253584537,0.16585748976347425,0.028832312403132027,0.6251312006928014,0.804210253584537,0.16585748976347425,0.02878211179400348,0.21117530805556853,0.5220605180240031,0.2513358878462816,0.0432275767877061,0.21208333333333332,0.5,0.27083333333333337,0.05082547753505781,2.1260953675982464,2.353155549220388,0.2590223815935566,0.0427435744863412,1.0,1.0,0.0,0.0,0.3071428571428571,0.5357142857142857,0.39285714285714285,0.0705662230584484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
26,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.37631666666666674,0.8375,0.11249999999999999,0.023181104613695852,0.39198333333333335,0.4625,0.15000000000000002,0.02468067732728041,0.2317,0.35833333333333334,0.13333333333333333,0.02298487425339639,0.6311506504175559,0.7909744747073079,0.16391522701472616,0.030205684516994392,0.6313313869378578,0.7909744747073079,0.16391522701472616,0.030059143589877456,0.22003905441081048,0.4990756424585017,0.2506903992627638,0.04613007258226723,0.22086666666666668,0.5041666666666667,0.275,0.050357047393807974,2.1035549927847286,2.2976662390048035,0.21631756412277303,0.04238924305373014,1.0,1.0,0.0,0.0,0.2805714285714286,0.5,0.35714285714285715,0.07370708713466807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
27,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.39113333333333333,0.7833333333333333,0.125,0.023460818400047347,0.39429999999999993,0.4666666666666667,0.14166666666666666,0.024395673569075498,0.21456666666666666,0.3541666666666667,0.1375,0.02104970308579197,0.6111185548131643,0.7728487255175381,0.15997793385716652,0.02869388862074138,0.6107789803527593,0.7728487255175381,0.15997793385716652,0.028153523327565967,0.18924586479075411,0.4673010828700794,0.2301871854065371,0.0400035593168534,0.1872333333333333,0.4166666666666667,0.275,0.044574357351882636,2.091525240305613,2.300214727501452,0.2416481369613439,0.04289212263551685,1.0,1.0,0.0,0.0,0.26942857142857146,0.5357142857142857,0.35714285714285715,0.06654812590317244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
28,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38201666666666667,0.825,0.15416666666666667,0.02464474814460702,0.4073333333333333,0.4708333333333333,0.1375,0.023359509127262642,0.21065,0.3375,0.10833333333333334,0.019832135818189402,0.6034114091902026,0.7193008915209427,0.17990392829823998,0.029502319830833935,0.6034516138787692,0.7193008915209427,0.17990392829823998,0.029503774185301705,0.17741961969187733,0.365770225554165,0.24067133965476706,0.03975368972049551,0.17868333333333333,0.375,0.27083333333333337,0.04673182653300757,2.1043132424664575,2.272446945185892,0.2642780950146899,0.044558846893790235,1.0,1.0,0.0,0.0,0.2364285714285714,0.39285714285714285,0.35714285714285715,0.06255201916837551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
